titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Comptable Confirmé  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Comptabilité Fournisseurs ', ' Comptabilité Générale ', ' États Financiers ', ' Finance ', ' Gestion ', ' Opérations Bancaires']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,14.12.2024,https://www.emploi.ma/offre-emploi-maroc/comptable-confirme-casablanca-8682650
Secrétaire / Assistante Polyvalente - Casablanca - Sidi Bernoussi,N/A,Casablanca-Mohammedia,"['Achats ', ' Comptabilité ', ' Finance ', ' Gestion']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans et plus,CDI,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/secretaire-assistante-polyvalente-casablanca-sidi-bernoussi-8678256
Enseignant Chercheur Permanent en Finance - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,"['Audit ', ' Comptabilité ', ' Enseignement ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/enseignant-chercheur-permanent-finance-casablanca-8470150
Animateur HSE  - Taroudant,TECTRA,Agadir,"['Amélioration Industrielle ', ' Analyse des Risques ', ' Hygiène ', ' Maintenance ', ' Management QHSE ', ' QHSE ', ' Qualité ', ' Sécurité ', ' Sécurité Industrielle']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/animateur-hse-taroudant-8680281
Chimiste Laborantin - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['BTP ', ' Chimie ', ' Chimie Analytique ', ' Génie Chimique ', ' Industrie ', ' Maintenance ', ' Procédés ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/chimiste-laborantin-casablanca-8680777
Magasinier  - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Groupage ', ' Transport']",Bac+1,Expérience entre 2 ans et 5 ans,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/magasinier-casablanca-8680864
Gouvernante d´Étage - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Hôtellerie ', ' Housekeeping ', ' Restauration ', ' Secteur Hôtelier ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/gouvernante-etage-marrakech-8680874
Ingénieur(e) D’Etudes en Génie Civil / Barrage - Rabat,N/A,Rabat-Salé-Kénitra,['Dimensionnement'],Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieure-etudes-genie-civil-barrage-rabat-8680989
Soudeurs Semi-Automatique Débutants - Casablanca,DEKRA SERVICES,Casablanca-Mohammedia,"['Maintenance ', ' Qualité']",Qualification avant bac & Bac,Débutant < 2 ans et plus,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/soudeurs-semi-automatique-debutants-casablanca-8681506
Caviste-Gérant Magasin Boissons Alcooliques - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Gestion Hôtelière ', ' Tourisme']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/caviste-gerant-magasin-boissons-alcooliques-casablanca-8681528
Aide Caviste-Magasin Boissons Alcooliques - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Gestion Hôtelière ', ' Tourisme']",Bac+2,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Intérim,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/aide-caviste-magasin-boissons-alcooliques-casablanca-8681530
Technicien de Contrôle et Suivi de Travaux (Routes)  - Tanger,N/A,Tanger-Tétouan-Al Hoceïma,"['Gestion Hôtelière ', ' Tourisme']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDD,13.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-controle-suivi-travaux-routes-tanger-8660373
Technicien Sertisseur en Agro-Alimentaire - Différentes Villes en France,MAINTENANCE AKADEMY,International,"['DU ', ' Emballage ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Maintenance Curative ', ' Maintenance Préventive ', ' Non', 'Conformité ', ' Process ', ' Process de Production ', ' Processus ', ' Production ', ' Productivité ', ' Qualité ', ' Sécurité Alimentaire']",Bac,Expérience entre 2 ans et 5 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-sertisseur-agro-alimentaire-differentes-villes-france-7819902
Conducteur de Machines Mécanisées et Automatisées,MAINTENANCE AKADEMY,International,"['DU ', ' Fabrication ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Process ', ' Processus ', ' Production ', ' Productivité ', ' Qualité ', ' Transport']",Bac,Expérience entre 2 ans et 5 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/conducteur-machines-mecanisees-automatisees-7819916
Chargé(e) de Prescription - Casablanca,COLORADO,Casablanca-Mohammedia,"['Architecture ', ' BTP ', ' Projets BTP']",Bac+4,Expérience entre 2 ans et 5 ans et plus,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-prescription-casablanca-8399797
Conducteur Moulin  - Divers Villes en France,MAINTENANCE AKADEMY,International,"['Fabrication ', ' Maintenance ', ' Production ', ' Qualité']","Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/conducteur-moulin-divers-villes-france-8565121
IT Manager - Nouakchott,FASQ HOTEL,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['AMADEUS ', ' LINUX ', ' OPERA ', ' PMS']",Bac+3,Expérience entre 5 ans et 10 ans,CDD,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/it-manager-nouakchott-8659731
Chef de Produit  - Casablanca,ELECTROPLANET,Casablanca-Mohammedia,"['Achats ', ' Maintenance ', ' Production ', ' Qualité']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-produit-casablanca-8669012
Chef  D´Equipe Electromécanicien - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Amélioration Continue ', ' Automatisme ', ' Automatisme Hydraulique ', ' Électromécanique ', ' Fluide ', ' Gestion ', ' Hydraulique ', ' Industrie ', ' Maintenance ', ' Maintenance Électromécanique ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Management ', ' Parc Matériel ', ' Pneumatique ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-electromecanicien-casablanca-8678945
Contrôleur Qualité Domaine Électricité - Dakhla,MAROC FORCE EMPLOI,Dakhla,"['Amélioration Continue ', ' Automatisme ', ' Automatisme Hydraulique ', ' Électromécanique ', ' Fluide ', ' Gestion ', ' Hydraulique ', ' Industrie ', ' Maintenance ', ' Maintenance Électromécanique ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Management ', ' Parc Matériel ', ' Pneumatique ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDD & Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-qualite-domaine-electricite-dakhla-8679441
Chef de Chantier en Électricité - Dakhla,MAROC FORCE EMPLOI,Dakhla,"['Amélioration Continue ', ' Automatisme ', ' Automatisme Hydraulique ', ' Électromécanique ', ' Fluide ', ' Gestion ', ' Hydraulique ', ' Industrie ', ' Maintenance ', ' Maintenance Électromécanique ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Management ', ' Parc Matériel ', ' Pneumatique ', ' Production ', ' Qualité']",Bac+2 & Bac+3,Expérience entre 5 ans et 10 ans,CDD & Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-chantier-electricite-dakhla-8679442
Animateur Pédagogique - Casablanca - Anfa,DAMA,Casablanca-Mohammedia,"['Éducation ', ' Santé']",Bac+2,"Etudiant, jeune diplômé & Débutant < 2 ans",Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/animateur-pedagogique-casablanca-anfa-8679467
Coordinateur de Transport - Berrechid,DAMA,Settat,"['Affrètement ', ' Gestion du Transport ', ' Transport']",Bac+2 & Bac+3,Débutant < 2 ans,Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/coordinateur-transport-berrechid-8679547
Commercial Produits de Puériculture H/F - Casablanca,AFRICAWORK MAROC,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,"['Communication ', ' CRM ', ' Fidélisation des Clients ', ' Gestion des Ventes ', ' Marketing ', ' Négociation ', ' Négociation Commerciale ', ' Techniques de Vente ', ' Vente']","Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/commercial-produits-puericulture-hf-casablanca-8679647
Agent Administratif  - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Assistanat ', ' Dossiers ', ' Pack Office ', ' Secrétariat ', ' Vente']",Bac+2 & Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI & CDD,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-administratif-casablanca-8679671
Assistante Administrative / ADV - Skhirat et région,ENI,Rabat-Salé-Kénitra,"['Achats ', ' Livraison ', ' Recouvrement ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-adv-skhirat-region-8679720
Technicien Maintenance Polyvalent - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Câblage ', ' DU ', ' Électrotechnique ', ' Installation Électrique ', ' Maintenance ', ' Maintenance Préventive ', ' Menuiserie ', ' Plomberie ', ' Production ', ' Qualité ', ' Réparation']",Bac+2,Expérience entre 2 ans et 5 ans,"CDI, CDD & Intérim",12.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-polyvalent-marrakech-8680037
Électromécanicien  - El Gara,ENI,Settat,"['Électromécanique ', ' Hydraulique ', ' Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Pneumatique ', ' Processus ', ' Processus de Maintenance ', ' Production ', ' Qualité']","Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/electromecanicien-el-gara-8680138
Chef de Produit Pharmaceutique Parapharmaceutique - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Gestion ', ' Management']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-produit-pharmaceutique-parapharmaceutique-casablanca-8680200
Assistante Juridique - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Droit ', ' Droit Commercial']",Bac+3,Débutant < 2 ans,Intérim,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-juridique-casablanca-8680202
Chef d´Équipe Production - Dar Bouazza,SAINT GOBAIN MAROC,Casablanca-Mohammedia,"['Conservation ', ' Gestion de la Production ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Procédés ', ' Production ', ' Productivité ', ' Qualité']","Bac, Bac+1 & Bac+2",Expérience entre 2 ans et 5 ans et plus,CDI,12.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-production-dar-bouazza-8679486
Ingénieur d´Etudes et de Développement Informatique - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['APP ', ' ASP ', ' C# ', ' DOTNET ', ' ETL ', ' JAVA ', ' NET ', ' SQL ', ' WEBSERVICE']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieur-etudes-developpement-informatique-casablanca-7562576
Responsables Magasins - Casablanca,ELECTROPLANET,Casablanca-Mohammedia,"['Communication ', ' Gestion ', "" Gestion d'Équipe "", ' Gestion des Ventes ', ' Management ', ' Merchandising ', ' Service Clients ', ' Vente']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsables-magasins-casablanca-8662148
Assistante Administrative  - Mohammedia - Chellalate,TECTRA,Casablanca-Mohammedia,"['Assistanat ', ' Secrétariat']",Bac+3,Débutant < 2 ans,Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-administrative-mohammedia-chellalate-8677498
Assistante RH  - Berrechid,DAMA,Settat,"['Comptabilité ', ' Finance ', ' Formation ', ' Gestion ', ' Gestion de la Formation ', ' Gestion des Ressources Humaines ', ' Recrutement']",Bac+3,Débutant < 2 ans,Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/assistante-rh-berrechid-8678176
Responsable du Comptoir  - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Devis ', ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans,CDI & Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-comptoir-casablanca-8678216
Dessinateurs AUTOCAD - Zenata Casablanca,DEKRA SERVICES,Casablanca-Mohammedia,['AUTOCAD'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/dessinateurs-autocad-zenata-casablanca-8678250
Chef d´Equipe Production - Casablanca,TECTRA AGENCE AIN SBAA,Casablanca-Mohammedia,"['Amélioration Continue ', ' Maintenance ', ' Production ', ' Qualité']",Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI & Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-production-casablanca-8678269
Agents Administratif Gestionnaire - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/agents-administratif-gestionnaire-casablanca-8678627
Responsable Commercial Terrain - Secteur de L’Éducation - Meknès,CALLIOPE,Meknès,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,11.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-commercial-terrain-secteur-education-meknes-8678847
Technicien Supérieur SAV  - Casablanca,PROFESSIONAL LABO,Casablanca-Mohammedia,"['DU ', ' Laboratoire ', ' Maintenance ', ' Production ', ' Qualité']",Bac+3,Expérience entre 5 ans et 10 ans,CDI,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-superieur-sav-casablanca-8361052
Technico-Commercial - Casablanca,N/A,Casablanca-Mohammedia,"['Actions Commerciales ', ' Négociation ', ' Négociation Commerciale ', ' Prospection ', ' Prospection Commerciale ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/technico-commercial-casablanca-8553548
Technicien D´Etudes/ Technicien Ferroviaire  - Rabat,N/A,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['Dimensionnement'],"Bac+2, Bac+3, Bac+4 - Bac+5 et plus",Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/technicien-etudes-technicien-ferroviaire-rabat-8674245
Chargé(e) Logistique - Khouribga,GROUPE TECTRA,Marrakech-Safi,['Transport'],Bac+3,Expérience entre 2 ans et 5 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-logistique-khouribga-8676399
Responsable Pédagogique  - Khouribga,GROUPE TECTRA,Marrakech-Safi,['Formation'],Bac+5 et plus,Expérience entre 2 ans et 5 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-pedagogique-khouribga-8676404
Agent de Pointage - Kénitra,TECTRA,Rabat-Salé-Kénitra,"['Formation ', ' Gestion Administrative']",Bac+3,Débutant < 2 ans,CDD,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-pointage-kenitra-8676521
Responsable de Centre Sportif - Khouribga,GROUPE TECTRA,Marrakech-Safi,['Management'],Bac+5 et plus,Expérience entre 2 ans et 5 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-centre-sportif-khouribga-8676578
Magasinier Centre de Sport  - Khouribga,GROUPE TECTRA,Marrakech-Safi,"['Chargement ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/magasinier-centre-sport-khouribga-8676596
Secrétaire Polyvalente en Intérim - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Archivage ', ' Assistanat ', ' Communication Écrite ', ' Documents Administratifs ', ' Dossiers ', ' Gestion des Appels ', ' Gestion des Documents ', ' Recouvrement ', ' Rédaction ', ' Saisie de Données ', ' Secrétariat ', ' Traitement de Texte']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/secretaire-polyvalente-interim-casablanca-8676633
Chargé de Portefeuille H/F - Safi,FONDATION ARRAWAJ,Marrakech-Safi,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-hf-safi-8677074
Chargé(e) RH Anglophone - Casablanca,GROUPE TECTRA,Casablanca-Mohammedia,"['Administration du Personnel ', ' Formation ', ' Recrutement']",Bac+5 et plus,Débutant < 2 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/chargee-rh-anglophone-casablanca-8677287
Responsable des Opérations Sites Immobiliers - Marrakech,GROUPE TECTRA,Casablanca-Mohammedia & Marrakech-Safi,['Transport'],Bac+3,Expérience entre 2 ans et 5 ans,Intérim,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/responsable-operations-sites-immobiliers-marrakech-8677387
Chef de Département Production - Mohammedia,BATIFER,Casablanca-Mohammedia,"['Automatisme ', ' Électromécanique ', ' Maintenance ', ' Processus ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,10.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-departement-production-mohammedia-8677416
Agent de Contenu  - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Automatisme ', ' Électromécanique ', ' Maintenance ', ' Processus ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,09.12.2024,https://www.emploi.ma/offre-emploi-maroc/agent-contenu-casablanca-8435262
Gestionnaire Sinistre,YCN DEV MAROC,Rabat-Salé-Kénitra,"['Assurance ', ' Comptabilité ', ' DU ', ' Finance ', ' Formation ', ' Gestion ', ' Maintenance ', ' Production ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,"CDI, CDD & Temps partiel",07.12.2024,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-sinistre-8355033
Chef Stewarding - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Aluminium ', ' Cuisine ', ' Hôtellerie ', ' Hygiène ', ' Maintenance ', ' Production ', ' Qualité ', ' Restauration ', ' Tourisme']",Bac+3,Expérience entre 2 ans et 5 ans,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/chef-stewarding-marrakech-8673101
Superviseur Maintenance  - Ain Harrouda,TECTRA,Casablanca-Mohammedia,"['Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité ', ' Réparation']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,Intérim,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/superviseur-maintenance-ain-harrouda-8673143
Ingénieur(e) de Suivi et Contrôle des Travaux /Ingénieur Ferroviaire  - Maroc,N/A,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,['Dimensionnement'],Bac+5 et plus,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,CDI,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/ingenieure-suivi-controle-travaux-ingenieur-ferroviaire-maroc-8673144
Controleur Qualité - Construction Métallique - Ain Harrouda,TECTRA,Casablanca-Mohammedia,"['Construction Métallique ', ' Fabrication ', ' Maintenance ', ' Non', 'Conformité ', ' Produit Fini ', ' Qualité']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,07.12.2024,https://www.emploi.ma/offre-emploi-maroc/controleur-qualite-construction-metallique-ain-harrouda-8673154
